,row,prey_class,prey_desc,observed_on,url,prey_Y.N,latitude,longitude,notes,observer,min_weight,max_weight,avian_size_class
2940,1140,ave,MODO,9/15/2018,https://www.inaturalist.org/observations/16848975,y,33.92436,-118.09,"Notes say ""pigeon,"" but tannish color says MODO",WJG,88,135,Medium
2941,1141,ave,MODO,1/20/2018,https://www.inaturalist.org/observations/10630759,y,35.28241,-94.3692,,WJG,88,135,Medium
2942,1142,ave,MODO,12/18/2016,https://www.inaturalist.org/observations/14401016,y,44.75667,-85.5821,,WJG,88,135,Medium
2943,1143,ave,MODO,6/10/2022,https://www.inaturalist.org/observations/121686846,y,32.68324,-116.906,,DJM,88,135,Medium
2944,1144,ave,MODO,9/22/2021,https://www.inaturalist.org/observations/96136436,y,40.01382,-75.191,,WJG,88,135,Medium
2945,1145,ave,MODO,10/31/2019,https://www.inaturalist.org/observations/35142055,y,40.05147,-75.1946,,WJG,88,135,Medium
2946,1146,ave,MODO,3/21/2022,https://www.inaturalist.org/observations/109232873,y,38.87881,-77.3286,,DJM,88,135,Medium
2947,1147,ave,MODO,2/27/2022,https://www.inaturalist.org/observations/107679890,y,38.32115,-122.325,,WJG,88,135,Medium
2948,1148,ave,MODO,3/15/2020,https://www.inaturalist.org/observations/40064136,y,32.31319,-110.82,,DJM,88,135,Medium
2949,1149,ave,MODO,10/24/2017,https://www.inaturalist.org/observations/8640253,y,33.77005,-118.194,,WJG,88,135,Medium
2950,1150,ave,MODO,3/19/2023,https://www.inaturalist.org/observations/151670418,y,33.73004,-78.9262,"tail feather with white over tan, heavily scalloped around the shaft",Madeline,88,135,Medium
2951,1151,ave,MODO,1/8/2021,https://www.inaturalist.org/observations/67753790,y,28.49502,-81.3674,,DJM,88,135,Medium
2952,1152,ave,MODO,12/20/2017,https://www.inaturalist.org/observations/9218972,y,43.50157,-71.2789,"Not many identifying factors left, but notes say MODO",WJG,88,135,Medium
2953,1153,ave,MODO,12/12/2021,https://www.inaturalist.org/observations/102956026,y,38.96447,-74.9244,,DJM,88,135,Medium
2954,1154,ave,MODO,7/31/2021,https://www.inaturalist.org/observations/89364504,y,37.05927,-113.598,see rectrix,DJM,88,135,Medium
2955,1155,ave,MODO,3/30/2023,https://www.inaturalist.org/observations/154336032,y,34.1904,-118.635,flying with MODO!,WJG,88,135,Medium
2956,1156,ave,MODO,1/1/2021,https://www.inaturalist.org/observations/67453336,y,27.84828,-82.7552,,DJM,88,135,Medium
2957,1157,ave,MODO,3/12/2020,https://www.inaturalist.org/observations/39889899,y,33.05296,-96.9877,"compared rectrices of MODO, EUCD, and WWDO and I'm sure this is MODO",DJM,88,135,Medium
2958,1158,ave,MODO,5/4/2020,https://www.inaturalist.org/observations/44989854,y,40.15793,-83.1152,,WJG,88,135,Medium
2959,1159,ave,MODO,8/9/2018,https://www.inaturalist.org/observations/65253162,y,33.7888,-117.958,juvenile,Jenna Waldeck,88,135,Medium
2960,1160,ave,MODO,4/26/2020,https://www.inaturalist.org/observations/43718180,y,33.72476,-118.066,Ask,WJG,88,135,Medium
2961,1161,ave,MODO,5/6/2021,https://www.inaturalist.org/observations/77732450,y,32.10878,-110.854,,WJG,88,135,Medium
2962,1162,ave,MODO,4/26/2021,https://www.inaturalist.org/observations/115143277,y,42.4909,-76.2972,,WJG,88,135,Medium
2963,1163,ave,MODO,6/16/2023,https://www.inaturalist.org/observations/167797561,y,44.96102,-89.6098,,DJM,88,135,Medium
2964,1164,ave,MODO,7/8/2020,https://www.inaturalist.org/observations/52848341,y,33.5289,-81.8238,notes say NOMO but I see a MODO rectrix in front of talon,DJM,88,135,Medium
2965,1165,ave,MODO,4/29/2023,https://www.inaturalist.org/observations/159033276,y,42.17679,-71.2507,,WJG,88,135,Medium
2966,1166,ave,MODO,5/9/2022,https://www.inaturalist.org/observations/116453344,y,32.27865,-111.022,MODO?,DJM,88,135,Medium
2967,1167,ave,MODO,3/23/2019,https://www.inaturalist.org/observations/24628523,y,32.64903,-117.178,,DJM,88,135,Medium
2968,1168,ave,MODO,6/16/2019,https://www.inaturalist.org/observations/27106247,y,32.83025,-117.022,,WJG,88,135,Medium
2969,1169,ave,MODO,11/14/2021,https://www.inaturalist.org/observations/101123433,y,32.34283,-111.04,distinctive rectrices,DJM,88,135,Medium
2970,1170,ave,MODO,4/13/2018,https://www.inaturalist.org/observations/10868696,y,38.29378,-77.4674,,WJG,88,135,Medium
2971,1171,ave,MODO,4/10/2022,https://www.inaturalist.org/observations/110988880,y,32.33925,-110.98,,DJM,88,135,Medium
2972,1172,ave,MODO,3/31/2016,https://www.inaturalist.org/observations/19874444,y,32.26278,-111.03,,April,88,135,Medium
2973,1173,ave,MODO,1/3/2022,https://www.inaturalist.org/observations/104291602,y,40.93146,-73.9925,"""w"" on rectrices; ID by DJM",Madeline,88,135,Medium
2974,1174,ave,MODO,7/13/2023,https://www.inaturalist.org/observations/172780472,y,41.83217,-87.8343,banded COHA; SICK photo!,DJM,88,135,Medium
2975,1175,ave,MODO,11/24/2020,https://www.inaturalist.org/observations/65539007,y,30.50253,-91.0148,,WJG,88,135,Medium
2976,1176,ave,MODO,5/8/2017,https://www.inaturalist.org/observations/37311385,y,25.74525,-80.3623,,WJG,88,135,Medium
2977,1177,ave,MODO,9/5/2018,https://www.inaturalist.org/observations/118947550,y,25.73234,-80.2329,dark brown dorsum,DJM,88,135,Medium
2978,1178,ave,MODO,6/19/2019,https://www.inaturalist.org/observations/27408262,y,43.97173,-92.0713,,WJG,88,135,Medium
2979,1179,ave,MODO,9/23/2019,https://www.inaturalist.org/observations/33285493,y,44.49373,-73.1276,,DJM,88,135,Medium
2980,1180,ave,MODO,1/31/2023,https://www.inaturalist.org/observations/148820631,y,38.88074,-77.0905,,DJM,88,135,Medium
2981,1181,ave,MODO,1/11/2012,https://www.inaturalist.org/observations/19126500,y,40.11858,-75.0258,,WJG,88,135,Medium
2982,1182,ave,MODO,4/30/2022,https://www.inaturalist.org/observations/114066263,y,27.69398,-82.6972,,WJG,88,135,Medium
2983,1183,ave,MODO,11/16/2019,https://www.inaturalist.org/observations/35753240,y,40.89308,-74.0079,,WJG,88,135,Medium
2984,1184,ave,MODO,4/25/2017,https://www.inaturalist.org/observations/84043569,y,40.16273,-75.2157,look carefully for MODO rectrices among the pile,DJM,88,135,Medium
2985,1185,ave,MODO,5/22/2021,https://www.inaturalist.org/observations/79944140,y,29.66051,-82.3174,,WJG,88,135,Medium
2986,1186,ave,MODO,1/29/2019,https://www.inaturalist.org/observations/40894035,y,42.31841,-83.7152,,DJM,88,135,Medium
2987,1187,ave,MODO,5/13/2015,http://www.inaturalist.org/observations/1486902,y,38.02669,-122.562,"Comments say MODO, but difficult to tell",WJG,88,135,Medium
2988,1188,ave,MODO,12/3/2021,https://www.inaturalist.org/observations/150637453,y,36.01598,-115.068,pointed tail,WJG,88,135,Medium
2989,1189,ave,MODO,12/16/2020,https://www.inaturalist.org/observations/66672407,y,42.27373,-88.1427,feather pile - DJM,Kolton Zimmerman,88,135,Medium
2990,1190,ave,MODO,7/11/2023,https://www.inaturalist.org/observations/172490004,y,42.41751,-71.0207,,DJM,88,135,Medium
2991,1191,ave,MODO,8/5/2022,https://www.inaturalist.org/observations/129581148,y,38.58349,-90.2868,,WJG,88,135,Medium
2992,1192,ave,MODO,3/29/2020,https://www.inaturalist.org/observations/41658132,n,38.73391,-77.0492,see https://www.inaturalist.org/observations/41657927,DJM,88,135,Medium
2993,1193,ave,MODO,4/14/2022,https://www.inaturalist.org/observations/111419992,y,35.79846,-78.6872,,DJM,88,135,Medium
2994,1194,ave,MODO,5/13/2022,https://www.inaturalist.org/observations/146708101,y,44.2482,-88.372,,DJM,88,135,Medium
2995,1195,ave,MODO,1/9/2018,https://www.inaturalist.org/observations/9425882,y,31.33151,-94.7072,,WJG,88,135,Medium
2996,1196,ave,MODO,10/17/2022,https://www.inaturalist.org/observations/139153338,y,40.65785,-84.992,Rectrix with scalloping on either side of heavily pointed shaft ,WJG,88,135,Medium
2997,1197,ave,MODO,8/25/2018,https://www.inaturalist.org/observations/15935116,y,39.18248,-119.749,,WJG,88,135,Medium
2998,1198,ave,MODO,10/21/2018,https://www.inaturalist.org/observations/120478610,y,36.70416,-78.8904,,DJM,88,135,Medium
2999,1199,ave,MODO,11/20/2017,https://www.inaturalist.org/observations/95408584,y,41.21327,-96.1464,cool pics,WJG,88,135,Medium
3000,1200,ave,MODO,2/29/2020,https://www.inaturalist.org/observations/40270359,y,35.19859,-89.7605,,DJM,88,135,Medium
3001,1201,ave,MODO,6/28/2020,https://www.inaturalist.org/observations/51244809,y,42.0466,-70.2007,,DJM,88,135,Medium
3002,1202,ave,MODO,1/1/2023,https://www.inaturalist.org/observations/145616813,y,33.4546,-117.214,Not sure if WWDO or MODO,WJG,88,135,Medium
3003,1203,ave,MODO,9/23/2021,https://www.inaturalist.org/observations/133872219,y,42.25518,-84.1306,,DJM,88,135,Medium
3004,1204,ave,MODO,12/6/2020,https://www.inaturalist.org/observations/66396245,remove,35.87785,-84.1711,"Notes say ""likely killed by a coopers hawk""",Kolton Zimmerman,88,135,Medium
3005,1205,ave,MODO,8/17/2022,https://www.inaturalist.org/observations/132834367,y,30.35384,-89.1354,,DJM,88,135,Medium
3006,1206,ave,MODO/EUCD,5/20/2018,https://www.inaturalist.org/observations/109322223,y,33.07364,-117.306,,DJM,88,175,Large
3007,1207,ave,MODO/EUCD,11/6/2022,https://www.inaturalist.org/observations/142388315,y,29.27502,-94.839,ID by WJG- I think it's EUCD do to the unpointed rectrices,Madeline,88,175,Large
3008,1208,ave,MODO/EUCD,2/21/2023,https://www.inaturalist.org/observations/159356155,y,34.47417,-118.621,cool,WJG,88,175,Large
3009,1209,ave,MODO/EUCD,5/30/2022,https://www.inaturalist.org/observations/119413665,y,39.99722,-75.2656,,DJM,88,175,Large
3010,1210,ave,MODO/EUCD,6/19/2023,https://www.inaturalist.org/observations/168391141,y,40.94219,-73.861,,DJM,88,175,Large
3011,1211,ave,MODO/EUCD,3/11/2022,https://www.inaturalist.org/observations/109302142,y,32.38019,-111.039,,DJM,88,175,Large
3012,1212,ave,MODO/EUCD,2/22/2017,https://www.inaturalist.org/observations/42634042,y,36.39559,-97.8784,,Jenna Waldeck/DJM,88,175,Large
3013,1213,ave,MODO/EUCD,1/21/2022,https://www.inaturalist.org/observations/105344466,y,31.64439,-106.294,,WJG,88,175,Large
3014,1214,ave,MODO/EUCD,11/22/2022,https://www.inaturalist.org/observations/142684621,y,40.64647,-111.855,ID by WJG,Madeline,88,175,Large
3015,1215,ave,MODO/EUCD,5/2/2023,https://www.inaturalist.org/observations/159270936,y,37.94985,-121.982,,WJG,88,175,Large
3016,1216,ave,MODO/EUCD,4/10/2020,https://www.inaturalist.org/observations/95001975,y,47.41329,-120.261,I think it's MODO,WJG,88,175,Large
3017,1217,ave,MODO/EUCD,3/5/2023,https://www.inaturalist.org/observations/151719818,y,37.52595,-77.4718,,Madeline,88,175,Large
3018,1218,ave,MODO/EUCD,4/22/2016,https://www.inaturalist.org/observations/39539489,y,33.8213,-79.0194,,DJM,88,175,Large
3019,1219,ave,MODO/EUCD,7/26/2023,https://www.inaturalist.org/observations/175203167,y,39.73276,-105.179,juvenile,DJM,88,175,Large
3020,1220,ave,MODO/EUCD,10/31/2022,https://www.inaturalist.org/observations/140689135,y,38.02664,-122.563,"I think it's EUCD, but may be wrong",WJG,88,175,Large
3021,1221,ave,MODO/EUCD,7/7/2022,https://www.inaturalist.org/observations/125233314,y,40.09176,-75.6881,,DJM,88,175,Large
3022,1222,ave,MODO/EUCD,3/23/2023,https://www.inaturalist.org/observations/152037345,y,37.21034,-121.896,,Madeline,88,175,Large
3023,1223,ave,MODO/EUCD,3/14/2020,https://www.inaturalist.org/observations/39987614,y,39.11052,-76.4387,,DJM,88,175,Large
3024,1224,ave,MODO/EUCD,10/10/2021,https://www.inaturalist.org/observations/138621415,y,27.80209,-82.6671,,WJG,88,175,Large
3025,1225,ave,MODO/EUCD,1/25/2020,https://www.inaturalist.org/observations/37970262,y,41.0611,-85.2677,,DJM,88,175,Large
3026,1226,ave,MODO/EUCD,4/16/2020,https://www.inaturalist.org/observations/147508109,y,42.76468,-70.842,foot morphology distinctive,DJM,88,175,Large
3027,1227,ave,MODO/EUCD,12/14/2021,https://www.inaturalist.org/observations/103043138,y,38.86823,-77.1796,MODO or EUCD,DJM,88,175,Large
3028,1228,ave,MODO/EUCD,4/4/2021,https://www.inaturalist.org/observations/72962406,y,33.23555,-117.336,,WJG,88,175,Large
3029,1229,ave,MODO/EUCD,1/21/2023,https://www.inaturalist.org/observations/147053450,y,34.08672,-118.266,,DJM,88,175,Large
3030,1230,ave,MODO/EUCD,6/11/2023,https://www.inaturalist.org/observations/166856088,y,34.197,-118.196,,DJM,88,175,Large
3031,1231,ave,MODO/EUCD,7/1/2022,https://www.inaturalist.org/observations/125078499,y,33.66769,-117.839,,DJM,88,175,Large
3032,1232,ave,MODO/EUCD,9/15/2022,https://www.inaturalist.org/observations/142262629,y,39.06749,-108.615,ID by WJG,Madeline,88,175,Large
3033,1233,ave,MODO/EUCD,5/13/2023,https://www.inaturalist.org/observations/161549837,y,38.86991,-121.313,,WJG,88,175,Large
3034,1234,ave,MODO/EUCD,3/6/2023,https://www.inaturalist.org/observations/150693455,y,38.94168,-77.0181,,WJG,88,175,Large
3035,1235,ave,MODO/EUCD,6/14/2019,https://www.inaturalist.org/observations/27059515,y,32.49922,-110.925,MODO/EUCD,WJG,88,175,Large
3036,1236,ave,MODO/EUCD,11/30/2022,https://www.inaturalist.org/observations/143390545,y,35.07831,-106.603,"Almost certain it is MODO, but can't see any definite characteristics seperating it from WWDO or otherwise",WJG,88,175,Large
3037,1237,ave,MODO/EUCD/WWDO,10/18/2021,https://www.inaturalist.org/observations/98634705,y,33.10929,-96.7958,,WJG,88,180,Large
3038,1238,ave,MODO/EUCD/WWDO,12/26/2022,https://www.inaturalist.org/observations/145116835,y,33.54057,-101.844,,WJG,88,180,Large
3039,1239,ave,MODO/EUCD/WWDO,7/12/2023,https://www.inaturalist.org/observations/172598874,y,29.79971,-95.3939,,DJM,88,180,Large
3040,1240,ave,MODO/EUCD/WWDO,6/11/2023,https://www.inaturalist.org/observations/166959055,y,32.86972,-96.798,,DJM,88,180,Large
3041,1241,ave,MODO/EUCD/WWDO,9/30/2018,https://www.inaturalist.org/observations/17100089,y,34.14517,-116.081,Not a pigeon,WJG,88,180,Large
3042,1242,ave,MODO/EUCD/WWDO,7/9/2023,https://www.inaturalist.org/observations/172913022,y,38.55882,-121.713,,DJM,88,180,Large
3043,1243,ave,MODO/EUCD/WWDO,10/8/2020,https://www.inaturalist.org/observations/62395864,y,33.6015,-101.851,,WJG,88,180,Large
3044,1244,ave,MODO/WWDO,12/17/2018,https://www.inaturalist.org/observations/19341729,y,33.63239,-111.941,"Comments say WWDO, but hard to confirm. Blurry.",WJG,88,180,Large
3045,1245,ave,MODO/WWDO,5/1/2018,https://www.inaturalist.org/observations/12157362,y,34.62261,-112.357,,WJG,88,180,Large
3046,1246,ave,MODO/WWDO,6/19/2020,https://www.inaturalist.org/observations/50215708,y,32.88049,-97.2785,"Notes say WWDO, but can't confirm it isn't MODO",WJG,88,180,Large
3047,1247,ave,MODO/WWDO,8/29/2021,https://www.inaturalist.org/observations/92963044,y,32.68087,-97.1842,Pretty sure it's MODO,WJG,88,180,Large
3048,1248,ave,MODO/WWDO,4/26/2020,https://www.inaturalist.org/observations/43821307,y,32.24039,-110.936,,WJG,88,180,Large
60805,1249,ave,NOBO,11/14/2021,https://www.inaturalist.org/observations/101302892,y,34.25616,-103.349,cool pics,DJM,173,240,Large
60806,1250,ave,NOCA,1/29/2021,https://www.inaturalist.org/observations/68776859,y,39.35132,-77.2274,,DJM,34,54,Medium
60807,1251,ave,NOCA,11/28/2016,http://www.inaturalist.org/observations/4657073,y,42.37689,-71.0726,,WJG,34,54,Medium
60808,1252,ave,NOCA,10/24/2021,https://www.inaturalist.org/observations/99274637,y,41.2491,-96.0029,same as prev,DJM,34,54,Medium
60809,1253,ave,NOCA,10/24/2021,https://www.inaturalist.org/observations/99274233,y,41.2491,-96.0029,cool pic,DJM,34,54,Medium
60810,1254,ave,NOCA,1/10/2021,https://www.inaturalist.org/observations/67874225,y,35.22709,-80.8431,,DJM,34,54,Medium
60811,1255,ave,NOCA,4/14/2015,https://www.inaturalist.org/observations/11082976,y,33.09536,-97.1157,,WJG,34,54,Medium
60812,1256,ave,NOCA,9/28/2020,https://www.inaturalist.org/observations/61115820,y,29.58652,-95.117,,Jenna Waldeck,34,54,Medium
60813,1257,ave,NOCA,1/16/2021,https://www.inaturalist.org/observations/68254870,y,39.00914,-77.0073,,DJM,34,54,Medium
60814,1258,ave,NOCA,2/9/2017,https://www.inaturalist.org/observations/5091504,y,40.37327,-74.4996,,WJG,34,54,Medium
60815,1259,ave,NOCA,1/7/2017,https://www.inaturalist.org/observations/10612228,y,36.30636,-83.3431,,WJG,34,54,Medium
60816,1260,ave,NOCA,11/20/2017,https://www.inaturalist.org/observations/35763914,y,38.63678,-90.4683,female NOCA,WJG,34,54,Medium
60817,1261,ave,NOCA,1/23/2018,https://www.inaturalist.org/observations/37304064,y,40.15185,-83.0249,,WJG,34,54,Medium
60818,1262,ave,NOCA,1/18/2021,https://www.inaturalist.org/observations/68290290,y,39.02881,-77.0946,,DJM,34,54,Medium
60819,1263,ave,NOCA,2/26/2016,https://www.inaturalist.org/observations/19695385,y,43.14391,-88.5324,,April,34,54,Medium
60820,1264,ave,NOFL,6/19/2020,https://www.inaturalist.org/observations/61382821,y,42.1193,-122.776,,Jenna Waldeck,116,158,Medium
60821,1265,ave,NOFL,3/15/2022,https://www.inaturalist.org/observations/108663222,y,37.50113,-119.98,red-shafted,DJM,116,158,Medium
60822,1266,ave,NOFL,4/29/2020,https://www.inaturalist.org/observations/44409799,y,44.92915,-93.3008,,WJG,116,158,Medium
60823,1267,ave,NOFL,2/20/2021,https://www.inaturalist.org/observations/69887101,y,38.20976,-85.7067,In Kentucky!,WJG,116,158,Medium
60824,1268,ave,NOFL,6/4/2020,https://www.inaturalist.org/observations/72820116,y,39.07378,-77.9961,,WJG,116,158,Medium
60825,1269,ave,NOFL,12/24/2022,https://www.inaturalist.org/observations/146590550,y,38.78529,-90.8652,,DJM,116,158,Medium
60826,1270,ave,NOFL,4/1/2022,https://www.inaturalist.org/observations/149362232,y,38.47037,-79.0619,,WJG,116,158,Medium
60827,1271,ave,NOFL,3/29/2015,https://www.inaturalist.org/observations/62551126,y,39.92018,-81.3789,ID by DJM,Jenna Waldeck/WJG,116,158,Medium
60828,1272,ave,NOFL,4/19/2023,https://www.inaturalist.org/observations/155681110,y,39.86639,-105.062,Red-shafted,WJG,116,158,Medium
60829,1273,ave,NOFL,3/19/2023,https://www.inaturalist.org/observations/151641077,y,38.82863,-77.1814,yellow shafts,Madeline,116,158,Medium
60830,1274,ave,NOFL,4/15/2019,https://www.inaturalist.org/observations/101400098,y,41.77371,-73.5399,cool pics,DJM,116,158,Medium
60831,1275,ave,NOFL,4/21/2022,https://www.inaturalist.org/observations/113006033,y,45.02089,-93.5095,ID confirmed by DJ,Kolton Zimmerman,116,158,Medium
60832,1276,ave,NOFL,4/29/2020,https://www.inaturalist.org/observations/54513103,y,44.92923,-93.2996,flicker is the observation but I'd say this clearly counts...,DJM,116,158,Medium
60833,1277,ave,NOFL,11/8/2022,https://www.inaturalist.org/observations/141533810,Y,40.6503,-73.9959,ID by WJG,Madeline,116,158,Medium
60834,1278,ave,NOFL,2/22/2022,https://www.inaturalist.org/observations/107951888,y,40.76238,-111.855,,DJM,116,158,Medium
60835,1279,ave,NOFL,10/27/2020,https://www.inaturalist.org/observations/63656298,y,44.91134,-93.1047,Rectrix and foot visible,Jenna Waldeck,116,158,Medium
60836,1280,ave,NOFL,11/3/2016,https://www.inaturalist.org/observations/8282332,y,40.76898,-74.4568,,WJG,116,158,Medium
60837,1281,ave,NOFL,3/18/2022,https://www.inaturalist.org/observations/160236691,y,42.20562,-71.673,cool,WJG,116,158,Medium
60838,1282,ave,NOFL,4/25/2022,https://www.inaturalist.org/observations/112948766,y,45.78019,-94.1952,,DJM,116,158,Medium
60839,1283,ave,NOFL,4/17/2020,https://www.inaturalist.org/observations/43810386,y,39.61494,-75.3359,,WJG,116,158,Medium
60840,1284,ave,NOFL,8/20/2022,https://www.inaturalist.org/observations/131955451,y,39.03295,-94.6704,,DJM,116,158,Medium
60841,1285,ave,NOFL,4/12/2023,https://www.inaturalist.org/observations/155100610,y,43.07982,-96.1657,,WJG,116,158,Medium
60842,1286,ave,NOFL,8/5/2016,https://www.inaturalist.org/observations/37211276,y,38.94667,-76.9574,,WJG,116,158,Medium
60843,1287,ave,NOFL,4/2/2023,https://www.inaturalist.org/observations/153285136,y,40.04522,-105.188,,Madeline,116,158,Medium
60844,1288,ave,NOFL,6/2/2021,https://www.inaturalist.org/observations/87022965,y,41.13723,-96.014,cool pic,DJM,116,158,Medium
60845,1289,ave,NOFL,5/18/2019,https://www.inaturalist.org/observations/36951510,y,41.28446,-75.9695,,WJG,116,158,Medium
60846,1290,ave,NOFL,3/20/2020,https://www.inaturalist.org/observations/41571484,y,38.51855,-122.61,,DJM,116,158,Medium
60847,1291,ave,NOFL,10/8/2019,https://www.inaturalist.org/observations/70589491,y,40.7945,-73.9567,Great pics,WJG,116,158,Medium
60848,1292,ave,NOFL,1/11/2023,https://www.inaturalist.org/observations/146406396,y,30.36233,-97.6791,,DJM,116,158,Medium
60849,1293,ave,NOFL,10/12/2009,https://www.inaturalist.org/observations/151058410,y,40.5861,-73.5562,"white rump, black and white tail, shafats visible",Madeline,116,158,Medium
60850,1294,ave,NOFL,7/28/2019,https://www.inaturalist.org/observations/33153000,y,40.08614,-75.1941,,DJM,116,158,Medium
60851,1295,ave,NOFL,1/8/2020,https://www.inaturalist.org/observations/45654715,y,44.02919,-121.289,,WJG,116,158,Medium
60852,1296,ave,NOFL,4/10/2017,https://www.inaturalist.org/observations/70101895,y,39.64571,-79.9431,,WJG,116,158,Medium
60853,1297,ave,NOFL,4/14/2019,https://www.inaturalist.org/observations/23332162,y,39.69496,-104.927,,DJM,116,158,Medium
60854,1298,ave,NOFL,4/9/2016,http://www.inaturalist.org/observations/2908029,y,41.84495,-87.8757,,WJG,116,158,Medium
60855,1299,ave,NOFL,6/7/2021,https://www.inaturalist.org/observations/82119845,y,32.94682,-105.747,"red-shafted, cool pics",WJG,116,158,Medium
60856,1300,ave,NOFL,6/27/2022,https://www.inaturalist.org/observations/123778246,y,39.72099,-105.136,,DJM,116,158,Medium
60857,1301,ave,NOFL,3/30/2022,https://www.inaturalist.org/observations/110038849,y,41.27482,-75.9458,,DJM,116,158,Medium
60858,1302,ave,NOFL,10/13/2020,https://www.inaturalist.org/observations/62507217,y,40.65918,-74.875,,WJG,116,158,Medium
60859,1303,ave,NOFL,8/26/2022,https://www.inaturalist.org/observations/132468740,y,41.61327,-81.4321,Supposedly NOFL,DJM,116,158,Medium
60860,1304,ave,NOFL,8/26/2022,https://www.inaturalist.org/observations/132457705,y,41.62413,-81.3613,yellow tail visible,DJM,116,158,Medium
60861,1305,ave,NOFL,3/26/2023,https://www.inaturalist.org/observations/152398355,y,37.23734,-76.7887,"yellow shafts, brown plumage",Madeline,116,158,Medium
60862,1306,ave,NOFL,9/27/2022,https://www.inaturalist.org/observations/136718027,y,40.65188,-73.9854,,DJM,116,158,Medium
60863,1307,ave,NOFL,10/28/2020,https://www.inaturalist.org/observations/64037962,y,41.17785,-73.8689,notes say northern flicker (Agreed - DJM),Jenna Waldeck,116,158,Medium
60864,1308,ave,NOMO,5/8/2022,https://www.inaturalist.org/observations/116219046,y,32.86927,-117.21,nice pic,DJM,36,48,Small
60865,1309,ave,NOMO,6/14/2021,https://www.inaturalist.org/observations/83062480,y,34.11729,-118.289,Brutal!,WJG,36,48,Small
60866,1310,ave,NOMO,6/8/2017,https://www.inaturalist.org/observations/19724185,y,29.80664,-95.7655,ID by DJM,April,36,48,Small
60867,1311,ave,NOMO,6/21/2021,https://www.inaturalist.org/observations/83999220,y,31.33151,-94.7072,matches feather atlas perfectly. https://www.fws.gov/lab/featheratlas/feather.php?Bird=NOMO_primary_adult,DJM,36,48,Small
60868,1312,ave,NOMO,1/31/2021,https://www.inaturalist.org/observations/68900196,y,30.14146,-92.0208,Cool pic!!,Jules,36,48,Small
60869,1313,ave,NOMO,9/4/2013,https://www.inaturalist.org/observations/9166890,y,32.98136,-96.6313,"Just a large pile of feathers, but notes suggest NOMO",WJG,36,48,Small
60870,1314,ave,NOMO,5/18/2021,https://www.inaturalist.org/observations/79395489,y,33.13571,-117.115,"Pretty plucked and contorted. Notes say NOMO, and size/coloration makes me agree. White and gray rectrices",WJG,36,48,Small
60871,1315,ave,NOMO,12/26/2020,https://www.inaturalist.org/observations/67103717,y,34.15943,-118.106,,DJM,36,48,Small
60872,1316,ave,NOMO,11/17/2020,https://www.inaturalist.org/observations/70132345,remove,33.81154,-117.977,SSHA,WJG,36,48,Small
60873,1317,ave,NOMO,7/1/2021,https://www.inaturalist.org/observations/85248790,y,33.96372,-118.364,"ID as NOMO, notes confirmed",DJM,36,48,Small
60874,1318,mammalia,norway rat,7/26/2020,https://www.inaturalist.org/observations/54495726,y,40.77857,-111.863,Get Cox to review,DJM,140,500,na
60875,1319,mammalia,norway rat,10/30/2022,https://www.inaturalist.org/observations/141121777,y,39.47204,-77.4318,,WJG,140,500,na
60876,1320,mammalia,norway rat,12/20/2021,https://www.inaturalist.org/observations/103395511,y,39.99659,-105.28,,DJM,140,500,na
60877,1321,mammalia,norway rat,8/31/2021,https://www.inaturalist.org/observations/93217020,y,35.1973,-106.711,,WJG,140,500,na
60878,1322,ave,NSHO,2/22/2022,https://www.inaturalist.org/observations/107320340,y,27.82567,-97.0705,Cool!!,WJG,442,806,Large
60879,1323,ave,PBGR,11/25/2020,https://www.inaturalist.org/observations/65615969,y,37.03257,-122.22,,WJG,253,568,Large
60880,1324,ave,PISI,1/31/2021,https://www.inaturalist.org/observations/69600737,y,37.51913,-122.33,,Jules,10.7,16.7,Small
60881,1325,ave,PISI,11/26/2017,https://www.inaturalist.org/observations/104342163,y,44.59565,-123.306,ID by DJM,Madeline,10.7,16.7,Small
60882,1326,ave,PISI,1/4/2020,https://www.inaturalist.org/observations/37288769,y,44.57408,-123.294,"yellow at base of primaries, dirty supercillium",WJG,10.7,16.7,Small
60883,1327,ave,PISI,12/30/2021,https://www.inaturalist.org/observations/104004674,y,44.59564,-123.306,ID by DJM,Madeline,10.7,16.7,Small
60884,1328,ave,PLCH,3/25/2018,https://www.inaturalist.org/observations/10514055,y,26.08215,-98.1354,"Hard to ID, but notes say chachalaca. Range fits with PLCH.",WJG,300,685,Large
60885,1329,mammalia,pocket gopher sp.,6/5/2020,https://www.inaturalist.org/observations/51428928,y,33.77141,-118.378,,DJM,90,141,na
60886,1330,ave,PUMA,5/12/2022,https://www.inaturalist.org/observations/120917703,y,41.41074,-82.6034,,DJM,42,62,Medium
60887,1331,ave,PYNU,5/20/2017,https://www.inaturalist.org/observations/6328989,y,38.72987,-104.831,,WJG,8.6,12.2,Small
60888,1332,mammalia,raccoon,3/4/2023,https://www.inaturalist.org/observations/150250658,y,35.6634,-86.9286,roadkill,WJG,1800,10400,na
60889,1333,mammalia,raccoon,1/5/2023,https://www.inaturalist.org/observations/145893250,y,40.20788,-79.2009,roadkill,DJM,1800,10400,na
60890,1334,mammalia,rat sp.,3/8/2022,https://www.inaturalist.org/observations/108172980,y,40.52417,-79.8258,,DJM,42,600,na
